CustomerID,count,min,max,mean,sum,categ_0,categ_1,categ_2,categ_3,categ_4,LastPurchase,FirstPurchase,cluster
12378,1,4008.6200000000013,4008.6200000000013,4008.6200000000013,4008.6200000000013,19.435616246987735,15.704905927725749,12.641507551227102,22.231091996747004,29.98687827731238,59,59,6
12379,2,392.40000000000015,457.88999999999993,425.145,850.29,18.570134895153423,11.901821731409285,8.961648378788412,28.10100083500923,32.46539415963966,11,100,10
12380,2,607.5500000000002,626.0100000000001,616.7800000000002,1233.5600000000004,15.07830993222867,11.373585395116573,6.615000486397094,44.60747754466746,22.32562664159019,8,115,9
12381,1,1227.39,1227.39,1227.39,1227.39,30.086606539078854,11.732212255273385,12.432886042741105,22.145365368790692,23.60292979411597,49,49,1
12383,4,99.45,639.9099999999999,309.6475,1238.59,37.50312855747261,13.236825745404053,12.485971951977653,10.608837468411664,26.16523627673403,114,261,10
12384,1,273.58,273.58,273.58,273.58,35.72264054389941,17.216170772717305,24.800789531398486,12.939542364207911,9.320856787776883,51,51,10
12386,1,143.0,143.0,143.0,143.0,47.552447552447546,0.0,0.0,0.0,52.447552447552454,267,267,5
12388,5,124.05,902.0900000000003,498.85200000000015,2494.260000000001,16.273363642924153,31.506739473831917,9.122946284669599,22.337286409596423,20.759664188977887,5,256,10
12390,1,549.84,549.84,549.84,549.84,35.453950240069844,23.370435035646736,10.839516950385567,11.021388040157136,19.314709733740717,9,9,10
12393,4,177.00000000000009,521.5,395.65,1582.6,2.9571591052698087,28.4184253759636,0.9383293314798432,18.254770630607855,49.43131555667889,2,262,5
12394,1,381.08,381.08,381.08,381.08,11.441167208984993,17.424162905426687,5.2220006297890205,4.6446940275007895,61.26797522829853,147,147,5
12395,6,149.97000000000003,326.5,200.80000000000004,1204.8000000000004,51.52722443559097,18.359893758300128,1.6517264276228416,17.255976095617527,11.205179282868524,42,231,4
12397,1,1214.81,1214.81,1214.81,1214.81,34.733003514952955,15.545640882113249,7.202772450012759,11.542545747894735,30.97603740502629,65,65,1
12399,4,130.08,480.9,277.1625,1108.65,52.71636675235647,4.0184007576782586,0.0,6.7884363865963095,36.47679610336896,49,191,4
12401,1,84.3,84.3,84.3,84.3,61.0320284697509,17.793594306049823,21.174377224199286,0.0,0.0,233,233,4
12402,1,225.6,225.6,225.6,225.6,13.297872340425535,0.0,0.0,58.111702127659576,28.590425531914892,253,253,9
12405,1,1710.3900000000006,1710.3900000000006,1710.3900000000006,1710.3900000000006,31.204579072609164,17.8731166576044,21.071217675500904,20.732698390425565,9.118388203859936,78,78,1
12406,1,1486.7000000000005,1486.7000000000005,1486.7000000000005,1486.7000000000005,8.456985269388577,29.00383399475348,4.5402569449115475,26.30927557678079,31.689648214165594,113,113,1
12407,4,192.34,719.0600000000002,351.84,1407.36,37.930593451568896,7.300903819918145,11.57486357435198,8.044849931787176,35.14878922237381,64,194,10
12408,4,56.90000000000001,751.4900000000001,525.8,2103.2,25.44788893115253,12.782902244199322,4.1241917078737185,35.578642069227854,22.0663750475466,28,190,10
12409,2,4860.640000000001,6196.289999999999,5528.465,11056.93,21.01469395211872,26.1210842430946,14.15040160333836,17.54212064289093,21.171699558557393,8,112,6
12410,2,68.0,613.0799999999998,340.54,681.0799999999998,28.71615669231221,4.933341164033593,33.050449286427444,5.197627297821108,28.102425559405646,238,238,10
12412,3,336.1400000000001,514.5,408.96,1226.88,23.13184663536776,24.130314293166407,1.4549100156494523,23.097613458528947,28.18531559728743,4,99,10
12413,2,84.65,415.30000000000007,249.975,499.9500000000001,20.672067206720673,8.940894089408939,36.85368536853685,29.57295729572957,3.96039603960396,166,267,7
12414,3,153.76,242.8,187.47000000000003,562.4100000000002,33.349335893743,21.123379740758523,8.721395423267722,8.961433829412705,27.84445511281805,147,240,10
12415,13,61.2,22775.93000000001,7754.7330769230775,100811.53,19.65378364954882,26.780200637764352,8.839782512972475,15.955496360386553,28.770736839327803,29,267,3
12417,6,323.43999999999994,562.69,417.7966666666666,2506.78,35.555174367116386,22.714398551129342,19.72051795530521,7.593007762946888,14.41690136350218,36,248,10
12418,1,668.5799999999998,668.5799999999998,668.5799999999998,668.5799999999998,16.988243740464874,23.377905411469087,45.447066917945506,4.494600496574831,9.692183433545727,42,42,7
12421,3,157.45000000000005,239.35000000000005,209.52,628.5600000000002,42.62282041491663,8.710385643375334,8.519473081328751,13.936617029400535,26.210703830978748,44,249,4
12422,3,147.7,417.36,267.8533333333333,803.56,26.79949225944547,7.242769674946488,0.0,35.82806511025935,30.129672955348692,25,254,10
12423,6,84.92,347.35,233.75666666666675,1402.5400000000006,35.17760634277809,4.8376516890783865,3.867982374834228,31.88215665863361,24.23460293467565,30,221,10
12424,2,294.6400000000001,1466.3200000000004,880.4800000000001,1760.9600000000007,1.131201163001999,36.39492095220788,2.027303289115028,40.057695802289636,20.388878793385423,92,92,2
12425,1,777.1999999999998,777.1999999999998,777.1999999999998,777.1999999999998,12.974781266083374,12.738033968090587,2.187339166237777,18.96551724137932,53.13432835820896,8,8,5
12426,1,582.73,582.73,582.73,582.73,17.443756113465927,9.112281845794794,13.762806102311535,22.137181885264198,37.54397405316356,124,124,10
12428,8,373.72,2462.42,933.6074999999997,7468.859999999999,35.463645054265314,20.488802842736376,16.829208205803834,13.766625696558783,13.45171820063571,50,213,0
12429,2,437.98,1125.4,781.69,1563.38,22.47566170732643,36.77928590617764,13.54117361102227,19.430976474049817,7.772902301423838,102,157,2
12431,9,118.8,640.1,447.72888888888895,4029.56,6.217304122534469,13.594536376180029,25.095792096407546,14.620703004794569,40.471664400083384,49,245,10
12432,3,454.6,2862.0600000000004,1338.8866666666668,4016.66,34.86976741870111,10.938192428535151,28.547350286058563,11.172466676293237,14.472223190411933,100,102,1
12433,1,2608.110000000001,2608.110000000001,2608.110000000001,2608.110000000001,25.444478952191428,32.2915827936705,15.108641890104325,14.582973877635526,12.572322486398196,21,21,6
12434,2,273.05,519.8899999999999,396.46999999999986,792.9399999999997,17.655812545715946,19.82495522990391,39.39768456629758,7.067369536156584,16.054178121926,14,190,7
12435,2,3850.9,3978.99,3914.945,7829.8899999999985,16.352720153156685,8.218506262540087,50.66929420464401,15.330994432871986,9.428484946787247,9,197,6
12436,1,509.01,509.01,509.01,509.01,28.683129997446024,30.146755466493783,19.27270584074969,21.897408695310503,0.0,29,29,10
12437,12,65.1,501.64,248.27166666666665,2979.26,58.36348623483683,2.6583782550029205,4.4742654216147635,11.4290125735921,23.074857514953376,8,261,4
12438,1,890.0699999999997,890.0699999999997,890.0699999999997,890.0699999999997,30.41221476962487,12.049614075297448,9.83630500971834,15.457211230577373,32.24465491478199,70,70,1
12444,3,562.5400000000002,1870.2,1063.27,3189.81,30.809045052840126,18.261275749966302,23.905812571908672,11.06931133829288,15.954555286992015,15,101,1
12447,1,476.49,476.49,476.49,476.49,10.87116203907742,13.505005351633825,10.85017523977418,28.458099855191087,36.315557514323494,173,173,10
12449,3,777.95,1087.6999999999996,908.1933333333333,2724.58,17.338452165104346,22.368585249836677,22.24746566443268,19.316738726702834,18.72875819392347,21,117,1
12450,2,96.0,101.88,98.94,197.88,10.18799272286234,0.0,0.0,32.9593693147362,56.85263796240146,86,103,5
12451,2,2388.31,2817.51,2602.91,5205.82,26.435604765435613,7.013304340142382,6.935506798160518,22.41145487166288,37.204129224598624,148,254,6
12453,1,707.0899999999998,707.0899999999998,707.0899999999998,707.0899999999998,13.237353095079836,19.325686970541238,8.86732947715284,15.604802783238346,42.96482767398775,64,64,1
12455,6,15.0,1683.8999999999994,411.14333333333326,2466.86,44.719197684505815,10.641057863032358,4.3658740260898465,12.886827789173285,27.38704263719871,3,226,4
12456,2,940.17,1298.08,1119.125,2238.25,43.89411370490338,9.402434938009606,14.196358762426007,8.805986820060316,23.70110577460069,61,184,1
12457,6,40.0,728.8299999999998,319.63,1917.78,29.16080050892177,16.897141486510446,14.660179999791426,12.941526139598912,26.340351865177446,11,169,10
12458,2,441.92000000000013,505.4800000000001,473.70000000000016,947.4000000000003,25.94469073253113,10.312434029976776,5.38315389487017,12.001266624445849,46.35845471817606,1,214,5
12461,2,200.0,626.8800000000002,413.44000000000017,826.8800000000003,28.279798761609893,17.596265479876156,30.717879256965933,4.281153250773993,19.124903250773986,24,84,10
12462,1,741.31,741.31,741.31,741.31,33.29915959585059,14.71718983960826,15.958236095560565,8.754771957750469,27.270642511230122,233,233,1
12463,3,291.98,337.8400000000001,314.7966666666667,944.39,21.170279227861364,8.105761390950773,3.5366744671163395,22.965088575694367,44.22219633837715,105,171,5
12464,6,34.0,213.9,130.09166666666667,780.5500000000002,78.22048555505732,0.0,11.978732944718466,9.800781500224199,0.0,36,239,4
12465,1,440.94,440.94,440.94,440.94,30.42137252233864,11.475484192860705,7.347938495033338,27.078514083548786,23.676690706218533,99,99,10
12468,2,220.59,503.4500000000001,362.02,724.0400000000002,27.510910999392294,11.62228606154356,4.613004806364288,28.24429589525441,28.00950223744544,117,246,10
12471,17,30.0,1061.32,444.98352941176466,7564.72,51.47659133451074,15.938461701160124,3.8216880466163983,12.1175668101397,16.645692107573044,8,260,0
12472,4,545.3299999999998,1239.57,781.8575000000002,3127.4300000000007,30.70444422417128,9.93787231049136,2.2958147744314017,15.785804958064608,41.276063732841344,68,247,10
12473,2,514.06,585.23,549.645,1099.29,41.685997325546495,6.640649874009588,4.693938815053353,16.760818346387214,30.218595639003357,44,121,10
12474,13,7.8000000000000025,776.3200000000003,326.9423076923077,4250.25,30.46032586318452,6.614905005587906,2.417504852655726,26.245044409152413,34.262219869419454,28,259,0
12476,6,160.2,1406.57,601.7666666666668,3610.6,42.18966376779482,12.322051736553481,10.599346369024536,14.248601340497425,20.640336786129726,14,242,10
12477,3,2216.5199999999995,4169.58,2914.0166666666664,8742.05,17.114749972832456,36.850281112553695,20.319032721158077,15.98400832756619,9.73192786588958,30,231,6
12480,3,557.6800000000002,816.2500000000003,714.9833333333336,2144.9500000000007,27.558218140282985,17.081983263013118,7.272896804121305,19.329121890953164,28.757779901629394,73,266,10
12481,6,134.82,1001.21,548.0766666666667,3288.46,29.683803360843676,16.338955012376616,3.7297093472324434,14.859539115573854,35.387993163973405,109,266,10
12483,6,8.5,507.56000000000006,262.59333333333336,1575.5600000000004,28.55238772246058,20.138871258473177,0.0,30.526289065475133,20.782451953591107,28,269,10
12484,4,140.0,1241.9899999999998,903.05,3612.2,29.40064226787,21.20314489784619,11.03205802557998,13.361663252311613,25.002491556392226,30,266,10
12488,1,553.39,553.39,553.39,553.39,32.29910189920309,14.248540812085507,20.38345470644573,18.70290391947813,14.365998662787547,5,5,10
12489,1,334.93,334.93,334.93,334.93,33.09049652166124,19.30254082942705,12.763861105305585,25.97557698623593,8.867524557370192,266,266,10
12490,6,331.50000000000006,1035.8200000000004,592.0983333333335,3552.590000000001,20.176265766666006,7.809795107231626,3.4059657883403367,38.30050751705094,30.307465820711087,23,259,10
12492,1,126.39,126.39,126.39,126.39,26.536909565630193,50.676477569427966,0.0,22.786612864941844,0.0,35,35,2
12493,2,201.24,215.55,208.395,416.79,20.125242928093282,7.1258907363420425,3.047098058974543,24.499148252117372,45.20262002447276,95,127,5
12494,3,135.32,403.09,260.7033333333333,782.1099999999999,22.294817864494767,9.755660968405982,6.392962626740485,44.423418700694285,17.133139839664498,91,225,9
12497,1,1043.1,1043.1,1043.1,1043.1,41.78889847569744,0.0,0.0,17.026171987345418,41.184929536957156,11,11,1
12500,6,185.64,378.0,295.6400000000001,1773.84,7.624137464483832,5.09065079150318,7.3625580661164465,3.207730122220718,76.71492355567581,36,263,5
12501,1,2089.6799999999994,2089.6799999999994,2089.6799999999994,2089.6799999999994,32.404482983040474,15.074078327782251,12.073618927299881,16.03355537689982,24.414264384977606,266,266,1
12502,5,522.6,1092.35,744.7740000000001,3723.87,43.75689806572194,14.067354660608453,24.6638577608778,9.552427984865206,7.959461527926591,25,239,10
12506,1,73.50000000000003,73.50000000000003,73.50000000000003,73.50000000000003,3.46938775510204,26.05442176870747,37.82312925170066,22.380952380952376,10.272108843537412,162,162,7
12507,3,46.75,811.9,421.18666666666667,1263.56,46.67289246256608,9.908512456867898,0.0,9.615689005666528,33.80290607489948,64,228,4
12509,1,176.5,176.5,176.5,176.5,24.645892351274785,56.09065155807365,19.263456090651555,0.0,0.0,214,214,2
12510,2,301.52,681.0500000000002,491.285,982.57,21.76944136295633,25.979828409171873,23.10267970729821,5.404195120958304,23.74385539961529,72,255,10
12513,1,586.7900000000002,586.7900000000002,586.7900000000002,586.7900000000002,41.37596073552718,3.8344211728216218,0.0,12.304231496787605,42.48538659486357,42,42,5
12514,1,1017.6800000000003,1017.6800000000003,1017.6800000000003,1017.6800000000003,15.034195424887974,8.470246049838849,32.99661976259727,11.054555459476454,32.44438330319943,197,197,1
12516,2,583.2,728.86,656.03,1312.06,37.03031873542369,0.0,0.0,61.82644086398489,1.1432404005914365,7,110,9
12517,3,379.25000000000006,771.7500000000001,633.5666666666667,1900.7000000000005,17.086862734781914,11.524701425790498,8.189088230651864,29.632766875361703,33.566580733414014,3,120,10
12518,2,324.83,524.9000000000002,424.865,849.73,22.411824932625656,9.579513492521153,8.432090193355538,21.536252692031585,38.04031868946607,7,40,10
12520,5,246.54,935.6700000000003,516.5020000000002,2582.51,31.110818544749094,15.03963198593616,8.644690630433182,14.829371425473669,30.86919314930048,9,203,10
12521,1,599.6800000000002,599.6800000000002,599.6800000000002,599.6800000000002,17.724453041622194,11.180963180362859,5.286152614727856,33.07430629669157,32.734124866595515,72,72,10
12523,8,102.95,204.75,142.76625,1142.13,29.29876634008388,22.510572351658745,6.636722614763643,19.710540831604114,21.843397861889628,9,261,10
12524,6,289.1,1094.33,520.4133333333333,3122.48,32.059452742691704,3.705388024903282,5.015244292997875,18.621416310112476,40.59849862929466,92,263,10
12526,1,520.3,520.3,520.3,520.3,16.605804343647893,11.387660964827989,2.8541226215644824,25.139342686911405,44.01306938304826,24,24,5
12527,3,63.79,152.4,116.23666666666668,348.7100000000001,26.81884660606235,4.258552952309942,9.750222247713,43.34260560351007,15.829772590404634,11,255,9
12528,4,229.0,493.53,319.0425,1276.17,35.54150309128094,12.7530031265427,22.199236778799058,9.70873786407767,19.79751913929962,44,242,10
12530,3,378.00000000000006,417.60000000000014,394.33333333333326,1183.0,35.316990701606095,13.617920540997465,5.7142857142857135,34.42096365173289,10.929839391377852,53,266,10
12534,1,1089.18,1089.18,1089.18,1089.18,25.959896435850826,8.152922381975431,12.702216346242128,6.408490791237444,46.776474044694176,60,60,1
12535,2,344.9000000000001,371.45000000000016,358.17500000000007,716.3500000000001,5.695539889718711,48.55866545682976,27.62616039645424,8.543309834578066,9.576324422419207,21,116,2
12539,3,1085.99,1715.8500000000006,1505.8966666666665,4517.69,25.332636812176126,17.099446841195395,12.51303210268965,19.35148272679179,25.70340151714704,192,263,1
12540,12,277.48,1380.1099999999994,794.7108333333333,9536.53,40.40180233271432,10.673379101203482,7.156166865725795,14.082690454494463,27.685961245861968,7,262,0
12541,2,223.74,312.4,268.07,536.14,33.722535158727204,8.309396799343457,2.769798933114485,8.89692990636774,46.30133920244712,103,210,5
12545,2,372.24,628.15,500.195,1000.39,25.88890332770219,8.951508911524506,11.765411489519089,1.7693099691120466,51.62486630214217,5,189,5
12546,1,740.2000000000003,740.2000000000003,740.2000000000003,740.2000000000003,31.194271818427442,17.306133477438525,0.0,31.41042961361794,20.089165090516072,7,7,1
12547,2,48.4,159.4,103.9,207.8,56.400384985563036,0.0,0.0,14.725697786333013,28.87391722810395,127,210,4
12548,1,95.2,95.2,95.2,95.2,29.411764705882355,0.0,0.0,0.0,70.58823529411764,96,96,5
12550,1,964.8299999999994,964.8299999999994,964.8299999999994,964.8299999999994,26.147611496325798,13.15775836157666,16.87862110423599,12.152399904646424,31.6636091332152,9,9,1
12553,7,6.3,664.0100000000002,340.47000000000014,2383.2900000000004,26.674890592416357,17.081429452563473,4.288189855200164,29.889354631622663,22.066135468197324,40,259,10
12556,1,308.7499999999999,308.7499999999999,308.7499999999999,308.7499999999999,17.182186234817824,15.967611336032395,24.76113360323888,15.005668016194338,27.083400809716622,81,81,10
12557,3,817.5,4146.34,2793.653333333333,8380.96,0.9736354785132014,79.43147324411524,0.0,0.0,19.594891277371566,88,262,1
12559,2,75.60000000000002,460.61,268.105,536.21,15.73264206187874,34.361537457339466,3.170399656850861,31.219111915107884,15.516308908823035,240,249,2
12560,2,144.0,1268.61,706.305,1412.61,28.208068752167968,27.282831071562573,5.741145822272247,12.072688144640065,26.695266209357147,42,73,10
12561,1,238.85,238.85,238.85,238.85,26.125183169353146,32.42620891773079,18.965878166213106,12.68578605819552,9.79694368850743,232,232,10
12562,4,388.64,650.0000000000001,498.4675,1993.87,19.28410578422866,8.689132190162853,5.998385050178799,35.83583683991434,30.192540135515355,11,128,10
12564,1,456.90000000000015,456.90000000000015,456.90000000000015,456.90000000000015,22.948128693368343,13.000656598818118,20.38739330269205,11.621799080761654,32.042022324359806,191,191,10
12565,1,131.17000000000002,131.17000000000002,131.17000000000002,131.17000000000002,3.8423419989326817,13.49393916291835,8.370816497674772,15.742929023404741,58.54997331706944,218,218,5
12566,1,346.7,346.7,346.7,346.7,38.852033458321316,18.14248629939429,16.383040092298817,0.0,26.62244014998557,16,16,10
12567,6,286.3400000000001,1650.0999999999995,936.8766666666667,5621.26,22.951082141726236,13.271045993247066,17.161632801186922,14.63515297282104,31.981086091018728,26,238,10
12569,15,60.65000000000001,324.98,141.73200000000003,2125.9800000000005,32.53605396099681,17.187367708068745,11.037262815266367,16.843055908334037,22.396259607334017,22,182,0
12571,1,248.35,248.35,248.35,248.35,15.462049526877394,5.979464465472118,0.0,6.16066035836521,72.39782564928528,51,51,5
12573,1,160.54000000000005,160.54000000000005,160.54000000000005,160.54000000000005,14.096175407998006,6.166687429924005,6.197832315933722,58.02292263610315,15.51638221004111,157,157,9
12574,1,218.45,218.45,218.45,218.45,16.479743648432137,22.728313115129318,9.109636072327762,44.8157473105974,6.8665598535133885,245,245,9
12576,4,154.8,275.70000000000005,231.925,927.7,24.211490783658515,9.582839279939638,1.0725450037727713,10.520642449067587,54.6124824835615,25,234,5
12578,1,1586.4099999999994,1586.4099999999994,1586.4099999999994,1586.4099999999994,20.269035117025236,18.54186496555116,6.561985867461756,24.23396221657706,30.393151833384824,260,260,1
12579,1,410.72,410.72,410.72,410.72,33.06388780677835,9.495520062329568,7.742500973899494,16.872808726139464,32.825282430853136,8,8,10
12580,1,415.7,415.7,415.7,415.7,26.653836901611736,8.37142169834015,4.76305027664181,13.519364926629784,46.69232619677653,176,176,5
12582,2,205.16,306.19999999999993,255.67999999999995,511.35999999999984,51.165519399249064,13.943210262828536,0.0,19.137202753441805,15.754067584480605,168,218,4
12583,10,243.1,730.1600000000003,415.034,4150.34,36.21823754198451,16.196263438658036,4.732142426885508,15.28790412351759,27.565452468954355,0,266,10
12584,5,12.75,453.7300000000001,186.49800000000005,932.4900000000004,19.464015699900266,31.50704028997629,39.458868191615984,6.327145599416614,3.2429302190908205,10,210,7
12585,1,777.25,777.25,777.25,777.25,40.77838533290448,8.729495014474109,17.967192023158567,5.558057253136057,26.96687037632679,164,164,1
12589,1,131.5,131.5,131.5,131.5,58.32699619771863,0.0,0.0,0.0,41.67300380228136,74,74,4
12590,2,523.0,9338.380000000003,4930.690000000001,9861.380000000003,13.293474138507992,23.665044851734734,28.803879375908842,19.3056144271897,14.931987206658695,141,141,3
12591,1,452.84999999999985,452.84999999999985,452.84999999999985,452.84999999999985,43.215192668654076,6.558463067240812,5.708291928894779,23.8489566081484,20.669095727061947,247,247,4
12592,2,205.8,231.8,218.8,437.6,29.593235831809867,0.0,0.0,5.347349177330894,65.05941499085924,22,143,5
12593,3,85.8,236.00000000000003,139.36666666666667,418.1,8.61038029179622,0.0,9.447500597943076,5.0227218368811295,76.91939727337956,38,148,5
12594,8,28.0,721.9500000000003,313.98750000000007,2511.9000000000005,10.380190294199608,6.503045503403798,2.681237310402484,44.78522234165372,35.650304550340365,51,252,9
12596,1,269.95,269.95,269.95,269.95,42.859788849787,26.523430264863862,7.371735506575291,18.577514354510093,4.667531024263753,172,172,10
12597,2,516.15,912.66,714.405,1428.81,39.404819395161006,19.33427117671349,15.796362007544738,17.180730817953407,8.283816602627361,113,198,10
12598,5,36.0,700.4600000000003,385.148,1925.74,31.86723025953659,10.77507867105632,8.256566306978097,16.142366051491898,32.95875871093709,1,214,10
12599,6,78.60000000000002,201.86,142.84,857.04,55.287967889480065,5.250630075609073,0.0,8.541024922990761,30.9203771119201,56,234,4
12600,7,124.08,427.94,275.2371428571428,1926.66,12.05090675054239,4.261260419586228,67.92065024446453,6.334277973280185,9.432904612126686,14,239,7
12601,5,68.1,144.26,113.912,569.5600000000002,27.282463656155624,5.2672238218976055,4.450804129503477,34.026265889458536,28.97324250298476,119,262,10
12604,2,75.67999999999998,178.5,127.09,254.18,34.02313321268392,11.684632937288535,0.0,11.094499960657805,43.197733889369744,9,191,5
12609,3,287.93,512.8,375.6166666666666,1126.85,27.164218840129557,14.500599014953186,13.528863646448064,22.31530372276701,22.491014775702187,8,248,10
12610,2,309.5,935.2,622.35,1244.7,34.22109745320157,12.139471358560295,10.81385072708283,15.911464609946167,26.914115851209125,36,56,10
12612,1,643.5900000000001,643.5900000000001,643.5900000000001,643.5900000000001,18.96238288351279,18.482263552883047,28.07688124427041,30.749390139685197,3.7290821796485334,4,4,10
12613,4,18.0,803.6600000000003,365.63000000000017,1462.5200000000007,16.939255531548284,15.7673057462462,2.2358668599403764,45.20143314279463,19.85613871947049,127,192,9
12614,1,315.6,315.6,315.6,315.6,0.0,35.07604562737643,43.203422053231954,9.695817490494296,12.02471482889734,207,207,7
12615,2,576.65,634.7400000000002,605.6950000000003,1211.3900000000006,22.22570765814477,11.841768546875901,8.197194957858326,32.25220614335598,25.483122693765004,1,98,10
12616,2,229.40000000000003,427.85,328.625,657.25,16.645112209965767,0.7531380753138075,32.97071129707113,9.676683149486498,39.954355268162786,25,227,10
12619,6,199.8,687.9999999999999,394.49166666666656,2366.9499999999994,52.176007097741845,0.0,5.272608208876403,22.349437039227706,20.201947654154086,7,183,4
12620,2,377.66,561.66,469.66,939.32,13.552357024230291,13.733339011199591,7.675765447344887,17.9172167099604,47.12132180726484,10,134,5
12621,15,49.8,1209.8,654.0626666666667,9810.94,27.813950549080925,7.466664764028728,6.928999667717874,37.48743749324733,20.30294752592514,11,228,0
12622,1,180.10000000000005,180.10000000000005,180.10000000000005,180.10000000000005,42.559689061632426,16.574125485841197,0.0,29.872293170460853,10.993892282065515,162,162,10
12623,1,305.1,305.1,305.1,305.1,31.3995411340544,6.489675516224189,0.0,35.004916420845625,27.10586692887577,206,206,10
12624,2,299.94,341.19,320.565,641.13,29.327905416998114,11.440737447943473,18.27242524916944,9.358476440035565,31.60045544585341,36,107,10
12625,2,967.2,1652.22,1309.71,2619.42,37.57396675599942,7.604736926495177,5.562300051156362,29.204938497835396,20.05405776851364,141,249,1
12626,6,132.8,1062.84,756.9783333333335,4541.87,25.509756994365762,13.178492559232213,8.964369301631265,31.08675501500484,21.260626129765924,42,256,10
12627,5,72.0,819.2600000000001,545.566,2727.83,18.977355627000215,14.60868162605441,2.947397748393412,24.643031273943024,38.823533724608936,26,70,10
12633,3,219.2,1012.82,641.8000000000002,1925.4000000000005,31.73210761400228,11.153526539939751,16.26155604030331,26.86091201828191,13.991897787472727,59,217,10
12635,2,683.6399999999999,1005.5399999999997,844.5899999999997,1689.1799999999994,30.188020222830023,9.025089096484686,5.11490782509857,23.405439325589942,32.266543529996824,19,84,1
12637,7,4.63,1502.03,798.6071428571424,5590.249999999997,14.388444166182197,23.192164930012087,13.795626313671127,16.277626224229692,32.346138365904935,21,253,10
12639,1,486.10000000000014,486.10000000000014,486.10000000000014,486.10000000000014,31.46471919358156,11.746554206953302,5.317835836247684,13.515737502571485,37.95515326064595,168,168,10
12640,1,764.5899999999998,764.5899999999998,764.5899999999998,764.5899999999998,24.50332858133117,27.51801619168443,14.896872833806356,18.995801671484067,14.08598072169398,11,11,1
12641,1,185.9,185.9,185.9,185.9,28.617536309844013,17.132867132867133,9.14470145239376,16.460462614308767,28.64443249058634,45,45,10
12642,1,366.4500000000001,366.4500000000001,366.4500000000001,366.4500000000001,39.65343157320234,0.0,0.0,8.170282439623412,52.176285987174225,37,37,5
12643,6,202.48,1202.22,557.44,3344.640000000001,12.977181400688863,0.0,13.902841561423653,39.03559127439723,34.08438576349024,58,262,10
